location,week_start,new_cases,new_deaths,new_tests,new_vaccinations,new_cases_per_million_calc,new_deaths_per_million_calc,new_cases_7d_avg,new_deaths_7d_avg,new_cases_per_million_7d_avg,new_deaths_per_million_7d_avg,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths_smoothed,new_deaths_smoothed_per_million,hosp_patients,hosp_patients_per_million,icu_patients,icu_patients_per_million,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,reproduction_rate,total_cases,total_deaths,total_cases_per_million,total_deaths_per_million,total_tests,total_tests_per_thousand,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,excess_mortality,excess_mortality_cumulative,excess_mortality_cumulative_absolute,excess_mortality_cumulative_per_million,iso_code,continent,population,population_density,median_age,life_expectancy,gdp_per_capita,extreme_poverty,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,human_development_index,location_type,pandemic_period,year,quarter,month,iso_week
Europe,2025-12-01,10071.0,54.0,,,1.9226070479178483,0.010308884975430822,1438.7142857142858,7.714285714285714,1.9226070479178483,0.01030888497543044,1438.7142,1.9236587,7.714286,0.010314524,,,,,,,,,,,,,,,254850319.0,2110652.0,340752.2,2822.085,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2025,4,12,49
Europe,2025-12-08,10197.0,44.0,,,1.9466611128605205,0.008399832202202893,1456.7142857142858,6.285714285714286,1.9466611128605205,0.008399832202202513,1456.7142,1.9477259,6.285714,0.008404427,,,,,,,,,,,,,,,254861086.0,2110696.0,340766.6,2822.1438,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2025,4,12,50
Europe,2025-12-15,8933.0,47.0,,,1.70535684232451,0.008972548034171272,1276.142857142857,6.714285714285714,1.70535684232451,0.00897254803417089,1276.1428,1.7062896,6.714286,0.008977456,,,,,,,,,,,,,,,254870550.0,2110743.0,340779.22,2822.2068,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2025,4,12,51
Europe,2025-12-22,6698.0,44.0,,,1.2786835475080678,0.008399832202202893,956.8571428571429,6.285714285714286,1.2786835475080678,0.008399832202202513,956.8571,1.279383,6.285714,0.008404427,,,,,,,,,,,,,,,254877712.0,2110790.0,340788.8,2822.2695,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2025,4,12,52
Europe,2025-12-29,7167.0,59.0,,,1.3682181225724577,0.011263411362044787,1023.8571428571429,8.428571428571429,1.3682181225724577,0.011263411362044408,1023.8571,1.3689666,8.428572,0.011269572,,,,,,,,,,,,,,,254885399.0,2110853.0,340799.1,2822.3538,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2025,4,12,1
Europe,2026-01-05,7677.0,58.0,,,1.465579814007082,0.011072506084721994,1096.7142857142858,8.285714285714286,1.465579814007082,0.011072506084721614,1096.7142,1.4663814,8.285714,0.011078563,,,,,,,,,,,,,,,254893548.0,2110911.0,340809.97,2822.4314,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,1,1,2
Europe,2026-01-12,6691.0,58.0,,,1.277347210566808,0.011072506084721994,955.8571428571429,8.285714285714286,1.277347210566808,0.011072506084721614,955.8571,1.2780459,8.285714,0.011078563,,,,,,,,,,,,,,,254900668.0,2110971.0,340819.5,2822.5115,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,1,1,3
Europe,2026-01-19,6863.0,52.0,,,1.3101829182663283,0.009927074420785238,980.4285714285714,7.428571428571429,1.3101829182663283,0.009927074420784858,980.4286,1.3108996000000002,7.428571,0.009932504,,,,,,,,,,,,,,,254907890.0,2111026.0,340829.16,2822.5852,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,1,1,4
Europe,2026-01-26,7462.0,55.0,,,1.4245351793826817,0.010499790252753617,1066.0,7.857142857142857,1.4245351793826817,0.010499790252753235,1066.0,1.4253144,7.857143,0.010505534,,,,,,,,,,,,,,,254915701.0,2111083.0,340839.6,2822.6614,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,1,1,5
Europe,2026-02-02,7038.0,48.0,,,1.3435913417978171,0.009163453311494065,1005.4285714285714,6.857142857142857,1.3435913417978171,0.009163453311493684,1005.4286,1.3443263,6.857143,0.009168466,,,,,,,,,,,,,,,254923073.0,2111133.0,340849.47,2822.7283,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,1,2,6
Europe,2026-02-09,7012.0,36.0,,,1.3386278045874247,0.006872589983620549,1001.7142857142857,5.142857142857143,1.3386278045874247,0.006872589983620168,1001.7143,1.3393600000000003,5.142857,0.0068763494,,,,,,,,,,,,,,,254930380.0,2111172.0,340859.22,2822.7803,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,1,2,7
Europe,2026-02-16,5281.0,49.0,,,1.00817076954167,0.00935435858881686,754.4285714285714,7.0,1.00817076954167,0.009354358588816478,754.4286,1.0087222,7.0,0.009359475,,,,,,,,,,,,,,,254935944.0,2111221.0,340866.66,2822.846,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,1,2,8
Europe,2026-02-23,4411.0,48.0,,,0.8420831782708401,0.009163453311494065,630.1428571428571,6.857142857142857,0.8420831782708401,0.009163453311493684,630.1429,0.8425438,6.857143,0.009168466,,,,,,,,,,,,,,,254940609.0,2111270.0,340872.9,2822.9114,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,1,2,9
Europe,2026-03-02,3599.0,33.0,,,0.687068093084732,0.006299874151652169,514.1428571428571,4.714285714285714,0.687068093084732,0.006299874151651788,514.1429,0.6874439,4.714286,0.00630332,,,,,,,,,,,,,,,254944389.0,2111303.0,340877.97,2822.9556,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,1,3,10
Europe,2026-03-09,3039.0,35.0,,,0.5801611377839679,0.006681684706297756,434.14285714285717,5.0,0.5801611377839679,0.006681684706297375,434.14285,0.5804785,5.0,0.0066853393999999995,,,,,,,,,,,,,,,254947635.0,2111338.0,340882.3,2823.0022,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,1,3,11
Europe,2026-03-16,2593.0,33.0,,,0.4950173840980023,0.006299874151652169,370.42857142857144,4.714285714285714,0.4950173840980023,0.006299874151651788,370.42856,0.49528816,4.714286,0.00630332,,,,,,,,,,,,,,,254950389.0,2111371.0,340885.97,2823.0464,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,1,3,12
Europe,2026-03-23,2184.0,24.0,,,0.41693712567297997,0.004581726655747033,312.0,3.4285714285714284,0.41693712567297997,0.004581726655746652,312.0,0.4171652,3.4285715,0.004584233,,,,,,,,,,,,,,,254952769.0,2111395.0,340889.16,2823.0786,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,1,3,13
Europe,2026-03-30,1849.0,21.0,,,0.35298385776984426,0.004009010823778653,264.14285714285717,3.0,0.35298385776984426,0.0040090108237782725,264.14285,0.35317695,3.0,0.0040112035,,,,,,,,,,,,,,,254954820.0,2111416.0,340891.9,2823.1067,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,1,3,14
Europe,2026-04-06,1295.0,12.0,,,0.24722233413301695,0.0022908633278735163,185.0,1.7142857142857142,0.24722233413301695,0.0022908633278731355,185.0,0.24735756,1.7142857,0.0022921164,,,,,,,,,,,,,,,254956263.0,2111428.0,340893.84,2823.1226,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,2,4,15
Europe,2026-04-13,1007.0,5.0,,,0.1922416142640526,0.0009545263866139652,143.85714285714286,0.7142857142857143,0.1922416142640526,0.0009545263866135845,143.85715,0.19234677000000003,0.71428573,0.0009550485,,,,,,,,,,,,,,,254957387.0,2111433.0,340895.34,2823.1294,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,2,4,16
Europe,2026-04-20,943.0,8.0,,,0.1800236765153938,0.0015272422185823443,134.71428571428572,1.1428571428571428,0.1800236765153938,0.0015272422185819636,134.71428,0.18012215,1.1428572,0.0015280776,,,,,,,,,,,,,,,254958412.0,2111441.0,340896.72,2823.14,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,2,4,17
Europe,2026-04-27,545.0,11.0,,,0.10404337614092218,0.002099958050550723,77.85714285714286,1.5714285714285714,0.10404337614092218,0.002099958050550343,77.85714,0.10410029,1.5714285,0.0021011068,,,,,,,,,,,,,,,254959012.0,2111452.0,340897.5,2823.1548,,,1426596200.0,524219870.0,501425500.0,373220822.0,190.74574,70.091805,67.044044,49.90219,,,,,OWID_EUR,,748314268.0,33.80024719238281,41.92599868774414,78.18270111083984,,,,,,,regional_reference,2023-2026,2026,2,4,18
Poland,2019-12-30,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8393843,-3.8393843,-337.9004,-8.792994,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,1,1,1
Poland,2020-01-06,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.4461613,-5.143439,-905.8008,-23.571148,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,1,1,2
Poland,2020-01-13,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.800798,-6.3654447,-1683.501,-43.808807,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,1,1,3
Poland,2020-01-20,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.177142857142857,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.064075,-7.297639,-2580.4014,-67.148346,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,1,1,4
Poland,2020-01-27,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.56,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6409316,-7.162415,-3189.3018,-82.99342,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,1,1,5
Poland,2020-02-03,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.56,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.492644,-7.388493,-3963.6016,-103.14259,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,1,2,6
Poland,2020-02-10,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.56,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0105715,-7.1872373,-4515.1016,-117.49397,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,1,2,7
Poland,2020-02-17,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,5.56,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.746923,-7.131594,-5128.201,-133.44832,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,1,2,8
Poland,2020-02-24,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,8.731428571428571,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7655787,-7.0905356,-5742.9014,-149.44432,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,1,2,9
Poland,2020-03-02,6.0,0.0,,,0.022329724296606058,0.0,0.2653061224489796,0.0,0.006911581329901876,0.0,0.26530612857142855,0.006911581200000001,0.0,0.0,,,,,,,,,,,,,11.11,,6.0,0.0,0.15630807,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.303563,-7.01241,-6305.6016,-164.08716,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,1,3,10
Poland,2020-03-09,97.0,3.0,,,0.36099720946179786,0.011164862148303029,5.918367346938775,0.12244897959183673,0.1541814296670418,0.0031899606138008655,5.918367142857143,0.154181428,0.12244898285714285,0.003189960571428571,,,,,,,,,,,,,36.244285714285716,2.4531,103.0,3.0,2.6832886,0.078154035,603.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3877516,-6.69249,-6600.502,-171.76118,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,1,3,11
Poland,2020-03-16,431.0,2.0,,,1.6040185286395352,0.007443241432202019,37.326530612244895,0.5306122448979592,0.9724063271069638,0.01382316265980375,37.32653057142857,0.9724063242857143,0.53061226,0.013823162757142857,,,,,1062.75,0.028,4.3982635000000005,22.747450999999998,,,,,57.410000000000004,2.3830999999999998,534.0,5.0,13.911418,0.13025673,6438.0,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9244018,-6.391154,-6851.202,-178.28502,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,1,3,12
Poland,2020-03-23,1104.0,13.0,,,4.108669270575514,0.048381069309313116,111.18367346938774,1.1428571428571428,2.896484237331186,0.029772965728808075,111.18367428571428,2.8964842285714285,1.1428571328571429,0.029772965000000002,,,,,1996.857142857143,0.05228571428571428,5.0131845,20.137824428571427,,,,,57.410000000000004,1.9684571428571427,1638.0,18.0,42.672104,0.46892422,19766.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.49288,-6.1795526,-7146.1025,-185.95905,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,1,3,13
Poland,2020-03-30,1989.0,61.0,,,7.402303604324907,0.22701886368216154,227.71428571428572,5.061224489795919,5.9322634214650085,0.13185170537043575,227.71428428571429,5.932263457142858,5.0612245428571425,0.13185170714285713,,,,,3740.4285714285716,0.09771428571428571,5.844053871428571,17.141969857142858,,,,,78.04142857142857,1.665157142857143,3627.0,79.0,94.48823,2.0580564,45903.0,1.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1851656,-5.980066,-7409.003,-192.80035,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,1,3,14
Poland,2020-04-06,2728.0,129.0,,,10.152581313523553,0.4800890723770302,361.46938775510205,14.510204081632653,9.416763731940152,0.3780103327354025,361.46938714285716,9.416763642857143,14.510204142857143,0.3780103371428571,2425.0,60.842,,,5723.857142857143,0.14957142857142855,6.394714028571428,15.690085285714286,,,,,84.65714285714286,1.2594999999999998,6355.0,208.0,165.5563,5.4186797,85218.0,2.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2997891,-5.692813,-7514.3027,-195.54051,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,2,4,15
Poland,2020-04-13,2387.0,137.0,,,8.883508649333109,0.5098620381058383,346.51020408163265,19.612244897959183,9.027056876954148,0.5109253583104386,346.5102014285714,9.027056857142856,19.612244714285712,0.5109253699999999,2554.2,64.084,,,8213.285714285714,0.2144285714285714,5.1701695857142855,19.996546714285717,,,,,87.04,1.0886142857142858,8742.0,345.0,227.74086,8.987714,143854.0,3.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.541199,-5.171109,-7234.403,-188.25684,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,2,4,16
Poland,2020-04-20,2531.0,176.0,,,9.419422032451653,0.6550052460337775,370.44897959183675,20.653061224489793,9.650694176952216,0.5380400235277458,370.4489785714286,9.650694,20.653061285714283,0.5380400028571428,2956.285714285714,74.172,,,9917.57142857143,0.259,3.9208214714285714,25.585499571428574,,,,,83.33,0.9919285714285715,11273.0,521.0,293.67682,13.572751,212473.0,5.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1669087,-5.0102544,-7405.903,-192.71968,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,2,4,17
Poland,2020-04-27,2102.0,140.0,,,7.8228467452443216,0.5210269002541412,329.65306122448976,25.3265306122449,8.587905632454229,0.6597901869544788,329.6530585714286,8.587905857142857,25.326530714285717,0.6597901814285715,2839.5714285714284,71.24357142857143,,,11860.857142857143,0.3097142857142857,3.164802785714286,32.07084142857143,,,,,83.33,0.9367,13375.0,661.0,348.43674,17.219938,297643.0,7.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44935054,-4.7391896,-7371.2026,-191.8167,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,2,4,18
Poland,2020-05-04,2276.0,122.0,,,8.470408749845896,0.4540377273643231,310.2040816326531,17.693877551020407,8.081233554962191,0.46094930869422496,310.20408285714285,8.081233457142856,17.69387785714286,0.4609493085714286,2720.8571428571427,68.26514285714286,,,12435.142857142857,0.32485714285714284,2.5796788142857143,38.88091214285714,,,,,83.33,1.0273714285714286,15651.0,783.0,407.7296,20.398203,381851.0,9.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019782394,-4.519811,-7372.7026,-191.85573,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,2,5,19
Poland,2020-05-11,2606.0,131.0,,,9.69854358615923,0.4875323138092322,355.1224489795918,17.918367346938776,9.25141744012481,0.46679756981952664,355.12244999999996,9.251417357142858,17.918367571428572,0.46679756857142857,2542.8571428571427,63.799142857142854,,,15351.714285714286,0.40071428571428575,2.4042051,41.648716285714286,,,,,83.33,1.0610714285714287,18257.0,914.0,475.61942,23.81093,488270.0,12.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2553113,-4.2671075,-7279.0024,-189.41742,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,2,5,20
Poland,2020-05-18,2674.0,78.0,,,9.951613794854099,0.29028641585587867,362.83673469387753,14.387755102040815,9.452384958794264,0.37482037212160163,362.8367342857143,9.45238492857143,14.387755428571428,0.37482037714285715,2364.5714285714284,59.32614285714286,,,19200.14285714286,0.5011428571428571,2.072343442857143,48.728963,,,,,83.33,1.061742857142857,20931.0,992.0,545.2807,25.842934,625414.0,16.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21554032,-4.0951185,-7295.3022,-189.84158,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,2,5,21
Poland,2020-05-25,2640.0,68.0,,,9.825078690506663,0.2530702086948686,386.55102040816325,9.938775510204081,10.07017399766703,0.2589184698201702,386.55101857142853,10.07017392857143,9.938775714285715,0.25891847142857144,2197.5714285714284,55.13614285714285,,,20492.14285714286,0.5348571428571429,1.8908063285714287,52.937407285714286,,,,,75.39571428571428,0.9752285714285714,23571.0,1060.0,614.0563,27.614426,770877.0,20.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2779145,-3.87706,-7199.0024,-187.33563,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,2,5,22
Poland,2020-06-01,2415.0,90.0,,,8.987714029383937,0.3349458644490908,335.14285714285717,11.122448979591837,8.730922199972968,0.28975475575357856,335.14285571428576,8.730922142857143,11.122448857142857,0.2897547557142857,2124.5714285714284,53.30471428571428,,,19621.285714285714,0.5122857142857143,1.7731953142857144,56.557448285714294,,,,,64.81,1.0741571428571428,25986.0,1150.0,676.9703,29.959047,908180.0,23.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.052561,-3.5690506,-6894.9023,-179.4222,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,2,6,23
Poland,2020-06-08,3031.0,86.0,,,11.28023239050216,0.3200593815846868,437.57142857142856,12.89795918367347,11.399324253417392,0.3360091846536911,437.57142571428574,11.399324357142858,12.897959142857143,0.3360091828571429,1833.5,46.002,,,18473.285714285714,0.48214285714285715,2.0531836714285716,50.01945714285715,,,,,64.81,1.0329142857142857,29017.0,1236.0,755.9319,32.199463,1037702.0,27.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3170927,-3.3119833,-6646.4023,-172.95563,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,2,6,24
Poland,2020-06-15,2603.0,109.0,,,9.687378724010927,0.40565665805501,389.97959183673476,13.775510204081632,10.159492894853456,0.35887056905259734,389.9795842857143,10.159493285714287,13.77551057142857,0.35887056714285714,1825.4285714285713,45.79942857142857,,,17675.428571428572,0.46171428571428574,2.3199961142857144,43.24066257142857,,,,,52.51714285714286,0.9163857142857142,31620.0,1345.0,823.7435,35.03906,1157732.0,30.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8513776,-3.2238083,-6709.9023,-174.60805,POL,Europe,38385734.0,125.40259552001952,40.86399841308594,77.92289733886719,45153.04296875,0.2441274523735046,8.100000381469727,,6.039999961853027,,comparison_country,2020-2022,2020,2,6,25
