location,week_start,iso_code,country_reference,location_type,year,quarter,month,iso_week,pandemic_period,ukhsa_covid_deaths_weekly,ukhsa_hospital_admissions_weekly_sum,ukhsa_occupied_beds_weekly_avg,ukhsa_pcr_tests_weekly_sum,ukhsa_pcr_positivity_weekly_avg
England,2023-10-30,ENG,United Kingdom,england_detail,2023,4,10,44,2023-2026,309.0,2479.0,3344.8571428571427,212441.0,10.381428571428572
England,2023-11-06,ENG,United Kingdom,england_detail,2023,4,11,45,2023-2026,291.0,2198.0,2820.285714285714,217275.0,8.665714285714285
England,2023-11-13,ENG,United Kingdom,england_detail,2023,4,11,46,2023-2026,239.0,1955.0,2531.4285714285716,220494.0,7.951428571428571
England,2023-11-20,ENG,United Kingdom,england_detail,2023,4,11,47,2023-2026,162.0,1897.0,2317.8571428571427,220470.0,7.437142857142858
England,2023-11-27,ENG,United Kingdom,england_detail,2023,4,11,48,2023-2026,163.0,2186.0,2343.8571428571427,224138.0,7.757142857142857
England,2023-12-04,ENG,United Kingdom,england_detail,2023,4,12,49,2023-2026,167.0,2807.0,2761.5714285714284,234588.0,9.232857142857142
England,2023-12-11,ENG,United Kingdom,england_detail,2023,4,12,50,2023-2026,221.0,3305.0,3248.1428571428573,256300.0,11.062857142857142
England,2023-12-18,ENG,United Kingdom,england_detail,2023,4,12,51,2023-2026,249.0,3674.0,3641.8571428571427,269394.0,12.394285714285715
England,2023-12-25,ENG,United Kingdom,england_detail,2023,4,12,52,2023-2026,161.0,3981.0,3927.0,263895.0,12.864285714285714
England,2024-01-01,ENG,United Kingdom,england_detail,2024,1,1,1,2023-2026,292.0,3800.0,4244.857142857143,294007.0,12.824285714285713
England,2024-01-08,ENG,United Kingdom,england_detail,2024,1,1,2,2023-2026,376.0,3209.0,3946.1428571428573,274787.0,11.665714285714285
England,2024-01-15,ENG,United Kingdom,england_detail,2024,1,1,3,2023-2026,374.0,3576.0,3894.285714285714,275242.0,10.845714285714285
England,2024-01-22,ENG,United Kingdom,england_detail,2024,1,1,4,2023-2026,341.0,3302.0,3993.5714285714284,303906.0,10.732857142857142
England,2024-01-29,ENG,United Kingdom,england_detail,2024,1,1,5,2023-2026,331.0,2873.0,3599.0,302406.0,9.395714285714286
England,2024-02-05,ENG,United Kingdom,england_detail,2024,1,2,6,2023-2026,316.0,2330.0,3229.285714285714,298831.0,8.16
England,2024-02-12,ENG,United Kingdom,england_detail,2024,1,2,7,2023-2026,255.0,1848.0,2718.5714285714284,284076.0,6.622857142857143
England,2024-02-19,ENG,United Kingdom,england_detail,2024,1,2,8,2023-2026,226.0,1474.0,2275.714285714286,263553.0,5.692857142857143
England,2024-02-26,ENG,United Kingdom,england_detail,2024,1,2,9,2023-2026,196.0,1112.0,1860.4285714285713,240090.0,4.688571428571429
England,2024-03-04,ENG,United Kingdom,england_detail,2024,1,3,10,2023-2026,168.0,1258.0,1689.0,237206.0,4.57
England,2024-03-11,ENG,United Kingdom,england_detail,2024,1,3,11,2023-2026,122.0,1274.0,1674.2857142857142,240131.0,4.7942857142857145
England,2024-03-18,ENG,United Kingdom,england_detail,2024,1,3,12,2023-2026,138.0,1084.0,1556.857142857143,237559.0,4.488571428571428
England,2024-03-25,ENG,United Kingdom,england_detail,2024,1,3,13,2023-2026,110.0,1136.0,1390.857142857143,221988.0,4.421428571428572
England,2024-04-01,ENG,United Kingdom,england_detail,2024,2,4,14,2023-2026,107.0,1168.0,1474.0,212526.0,4.884285714285714
England,2024-04-08,ENG,United Kingdom,england_detail,2024,2,4,15,2023-2026,108.0,1170.0,1464.2857142857142,203755.0,5.054285714285714
England,2024-04-15,ENG,United Kingdom,england_detail,2024,2,4,16,2023-2026,116.0,1204.0,1435.142857142857,187146.0,5.618571428571428
England,2024-04-22,ENG,United Kingdom,england_detail,2024,2,4,17,2023-2026,118.0,1598.0,1574.142857142857,188086.0,6.728571428571429
England,2024-04-29,ENG,United Kingdom,england_detail,2024,2,4,18,2023-2026,103.0,2040.0,2004.0,193681.0,8.938571428571429
England,2024-05-06,ENG,United Kingdom,england_detail,2024,2,5,19,2023-2026,93.0,2122.0,2339.1428571428573,183869.0,10.29857142857143
England,2024-05-13,ENG,United Kingdom,england_detail,2024,2,5,20,2023-2026,168.0,1865.0,2296.1428571428573,181273.0,9.618571428571428
England,2024-05-20,ENG,United Kingdom,england_detail,2024,2,5,21,2023-2026,147.0,1588.0,2066.285714285714,169758.0,8.972857142857142
England,2024-05-27,ENG,United Kingdom,england_detail,2024,2,5,22,2023-2026,112.0,1621.0,1891.2857142857142,156883.0,8.711428571428572
England,2024-06-03,ENG,United Kingdom,england_detail,2024,2,6,23,2023-2026,146.0,1761.0,1884.4285714285713,163030.0,9.567142857142857
England,2024-06-10,ENG,United Kingdom,england_detail,2024,2,6,24,2023-2026,158.0,2269.0,2092.8571428571427,162417.0,11.051428571428572
England,2024-06-17,ENG,United Kingdom,england_detail,2024,2,6,25,2023-2026,149.0,2802.0,2596.8571428571427,167915.0,13.794285714285715
England,2024-06-24,ENG,United Kingdom,england_detail,2024,2,6,26,2023-2026,186.0,2732.0,2902.285714285714,169842.0,14.994285714285713
England,2024-07-01,ENG,United Kingdom,england_detail,2024,3,7,27,2023-2026,166.0,2653.0,2852.5714285714284,162174.0,14.565714285714288
England,2024-07-08,ENG,United Kingdom,england_detail,2024,3,7,28,2023-2026,204.0,3043.0,3073.8571428571427,174425.0,15.804285714285713
England,2024-07-15,ENG,United Kingdom,england_detail,2024,3,7,29,2023-2026,217.0,3153.0,3267.0,181908.0,16.248571428571427
England,2024-07-22,ENG,United Kingdom,england_detail,2024,3,7,30,2023-2026,182.0,2745.0,3261.714285714286,179929.0,15.627142857142857
England,2024-07-29,ENG,United Kingdom,england_detail,2024,3,7,31,2023-2026,203.0,2677.0,3008.714285714286,167200.0,13.944285714285714
England,2024-08-05,ENG,United Kingdom,england_detail,2024,3,8,32,2023-2026,208.0,2052.0,2622.1428571428573,152571.0,12.145714285714286
England,2024-08-12,ENG,United Kingdom,england_detail,2024,3,8,33,2023-2026,173.0,1789.0,2178.285714285714,137300.0,10.62142857142857
England,2024-08-19,ENG,United Kingdom,england_detail,2024,3,8,34,2023-2026,141.0,1409.0,1870.4285714285713,132783.0,9.29857142857143
England,2024-08-26,ENG,United Kingdom,england_detail,2024,3,8,35,2023-2026,104.0,1554.0,1821.857142857143,126572.0,9.991428571428571
England,2024-09-02,ENG,United Kingdom,england_detail,2024,3,9,36,2023-2026,106.0,1574.0,1857.4285714285713,132094.0,10.198571428571428
England,2024-09-09,ENG,United Kingdom,england_detail,2024,3,9,37,2023-2026,97.0,1819.0,1865.7142857142858,135164.0,10.302857142857144
England,2024-09-16,ENG,United Kingdom,england_detail,2024,3,9,38,2023-2026,138.0,2541.0,2167.8571428571427,151543.0,12.557142857142859
England,2024-09-23,ENG,United Kingdom,england_detail,2024,3,9,39,2023-2026,132.0,2564.0,2639.714285714286,167804.0,13.461428571428572
England,2024-09-30,ENG,United Kingdom,england_detail,2024,3,9,40,2023-2026,167.0,2978.0,2808.0,175297.0,13.612857142857143
England,2024-10-07,ENG,United Kingdom,england_detail,2024,4,10,41,2023-2026,205.0,2843.0,3238.0,191840.0,14.338571428571429
England,2024-10-14,ENG,United Kingdom,england_detail,2024,4,10,42,2023-2026,244.0,2972.0,3200.4285714285716,192788.0,13.23
England,2024-10-21,ENG,United Kingdom,england_detail,2024,4,10,43,2023-2026,273.0,2372.0,3135.1428571428573,192978.0,11.907142857142857
England,2024-10-28,ENG,United Kingdom,england_detail,2024,4,10,44,2023-2026,256.0,1748.0,2605.714285714286,187070.0,9.134285714285713
England,2024-11-04,ENG,United Kingdom,england_detail,2024,4,11,45,2023-2026,214.0,1340.0,2056.714285714286,190386.0,6.778571428571429
England,2024-11-11,ENG,United Kingdom,england_detail,2024,4,11,46,2023-2026,167.0,1119.0,1642.857142857143,192789.0,5.557142857142857
England,2024-11-18,ENG,United Kingdom,england_detail,2024,4,11,47,2023-2026,126.0,1055.0,1461.142857142857,207778.0,4.804285714285713
England,2024-11-25,ENG,United Kingdom,england_detail,2024,4,11,48,2023-2026,104.0,1063.0,1392.2857142857142,227739.0,4.312857142857143
England,2024-12-02,ENG,United Kingdom,england_detail,2024,4,12,49,2023-2026,110.0,1034.0,1343.7142857142858,253246.0,3.7542857142857144
England,2024-12-09,ENG,United Kingdom,england_detail,2024,4,12,50,2023-2026,113.0,991.0,1274.7142857142858,276861.0,3.402857142857143
England,2024-12-16,ENG,United Kingdom,england_detail,2024,4,12,51,2023-2026,115.0,1079.0,1276.5714285714287,323458.0,3.0300000000000002
England,2024-12-23,ENG,United Kingdom,england_detail,2024,4,12,52,2023-2026,53.0,861.0,1187.0,322864.0,2.5785714285714287
England,2024-12-30,ENG,United Kingdom,england_detail,2024,4,12,1,2023-2026,91.0,933.0,1128.4285714285713,348893.0,2.3771428571428572
England,2025-01-06,ENG,United Kingdom,england_detail,2025,1,1,2,2023-2026,133.0,847.0,1113.7142857142858,339653.0,2.2742857142857145
England,2025-01-13,ENG,United Kingdom,england_detail,2025,1,1,3,2023-2026,122.0,838.0,1070.0,294469.0,2.4200000000000004
England,2025-01-20,ENG,United Kingdom,england_detail,2025,1,1,4,2023-2026,84.0,716.0,996.8571428571429,264358.0,2.4699999999999998
England,2025-01-27,ENG,United Kingdom,england_detail,2025,1,1,5,2023-2026,111.0,840.0,953.1428571428571,258381.0,2.565714285714286
England,2025-02-03,ENG,United Kingdom,england_detail,2025,1,2,6,2023-2026,98.0,785.0,957.7142857142857,242099.0,2.6242857142857146
England,2025-02-10,ENG,United Kingdom,england_detail,2025,1,2,7,2023-2026,90.0,818.0,988.2857142857143,232834.0,2.8528571428571428
England,2025-02-17,ENG,United Kingdom,england_detail,2025,1,2,8,2023-2026,71.0,938.0,1027.2857142857142,228536.0,3.0385714285714287
England,2025-02-24,ENG,United Kingdom,england_detail,2025,1,2,9,2023-2026,75.0,810.0,1101.857142857143,226347.0,3.302857142857143
England,2025-03-03,ENG,United Kingdom,england_detail,2025,1,3,10,2023-2026,89.0,848.0,1012.8571428571429,206153.0,3.3057142857142856
England,2025-03-10,ENG,United Kingdom,england_detail,2025,1,3,11,2023-2026,65.0,877.0,1031.142857142857,208311.0,3.46
England,2025-03-17,ENG,United Kingdom,england_detail,2025,1,3,12,2023-2026,70.0,1018.0,1051.4285714285713,203525.0,3.825714285714286
England,2025-03-24,ENG,United Kingdom,england_detail,2025,1,3,13,2023-2026,86.0,1024.0,1174.4285714285713,199979.0,4.319999999999999
England,2025-03-31,ENG,United Kingdom,england_detail,2025,1,3,14,2023-2026,92.0,970.0,1174.7142857142858,190630.0,4.6571428571428575
England,2025-04-07,ENG,United Kingdom,england_detail,2025,2,4,15,2023-2026,79.0,1024.0,1109.0,190488.0,4.887142857142857
England,2025-04-14,ENG,United Kingdom,england_detail,2025,2,4,16,2023-2026,55.0,982.0,1185.2857142857142,184733.0,5.1000000000000005
England,2025-04-21,ENG,United Kingdom,england_detail,2025,2,4,17,2023-2026,66.0,1092.0,1225.0,170072.0,5.341428571428572
England,2025-04-28,ENG,United Kingdom,england_detail,2025,2,4,18,2023-2026,104.0,934.0,1224.4285714285713,165421.0,5.744285714285715
England,2025-05-05,ENG,United Kingdom,england_detail,2025,2,5,19,2023-2026,79.0,913.0,1114.2857142857142,150634.0,5.21
England,2025-05-12,ENG,United Kingdom,england_detail,2025,2,5,20,2023-2026,76.0,879.0,1132.5714285714287,150600.0,5.6814285714285715
England,2025-05-19,ENG,United Kingdom,england_detail,2025,2,5,21,2023-2026,76.0,843.0,1060.857142857143,144941.0,5.659999999999999
England,2025-05-26,ENG,United Kingdom,england_detail,2025,2,5,22,2023-2026,70.0,967.0,1102.142857142857,142329.0,6.098571428571428
England,2025-06-02,ENG,United Kingdom,england_detail,2025,2,6,23,2023-2026,74.0,905.0,1114.2857142857142,143645.0,6.507142857142857
England,2025-06-09,ENG,United Kingdom,england_detail,2025,2,6,24,2023-2026,67.0,1008.0,1122.2857142857142,142724.0,6.855714285714286
England,2025-06-16,ENG,United Kingdom,england_detail,2025,2,6,25,2023-2026,63.0,1007.0,1086.0,139597.0,7.2299999999999995
England,2025-06-23,ENG,United Kingdom,england_detail,2025,2,6,26,2023-2026,64.0,755.0,1000.0,131922.0,6.408571428571428
England,2025-06-30,ENG,United Kingdom,england_detail,2025,2,6,27,2023-2026,52.0,693.0,862.4285714285714,123127.0,5.914285714285714
England,2025-07-07,ENG,United Kingdom,england_detail,2025,3,7,28,2023-2026,58.0,816.0,834.4285714285714,121282.0,6.247142857142857
England,2025-07-14,ENG,United Kingdom,england_detail,2025,3,7,29,2023-2026,67.0,839.0,864.5714285714286,123590.0,6.677142857142857
England,2025-07-21,ENG,United Kingdom,england_detail,2025,3,7,30,2023-2026,49.0,812.0,883.7142857142857,122862.0,6.388571428571429
England,2025-07-28,ENG,United Kingdom,england_detail,2025,3,7,31,2023-2026,43.0,790.0,878.1428571428571,112261.0,7.122857142857143
England,2025-08-04,ENG,United Kingdom,england_detail,2025,3,8,32,2023-2026,46.0,1027.0,954.4285714285714,117959.0,7.87
England,2025-08-11,ENG,United Kingdom,england_detail,2025,3,8,33,2023-2026,47.0,1141.0,1136.142857142857,118722.0,9.24
England,2025-08-18,ENG,United Kingdom,england_detail,2025,3,8,34,2023-2026,56.0,1005.0,1144.142857142857,113312.0,9.098571428571429
England,2025-08-25,ENG,United Kingdom,england_detail,2025,3,8,35,2023-2026,60.0,1158.0,1193.0,111705.0,9.664285714285715
England,2025-09-01,ENG,United Kingdom,england_detail,2025,3,9,36,2023-2026,84.0,1241.0,1250.4285714285713,121345.0,9.947142857142856
England,2025-09-08,ENG,United Kingdom,england_detail,2025,3,9,37,2023-2026,81.0,1381.0,1307.2857142857142,126213.0,10.48
England,2025-09-15,ENG,United Kingdom,england_detail,2025,3,9,38,2023-2026,88.0,1816.0,1473.142857142857,137339.0,11.288571428571428
England,2025-09-22,ENG,United Kingdom,england_detail,2025,3,9,39,2023-2026,91.0,2030.0,1825.5714285714287,149607.0,12.395714285714286
England,2025-09-29,ENG,United Kingdom,england_detail,2025,3,9,40,2023-2026,102.0,2342.0,2192.285714285714,170330.0,13.278571428571428
England,2025-10-06,ENG,United Kingdom,england_detail,2025,4,10,41,2023-2026,148.0,2245.0,2458.1428571428573,185464.0,12.235714285714286
England,2025-10-13,ENG,United Kingdom,england_detail,2025,4,10,42,2023-2026,159.0,1838.0,2273.4285714285716,186516.0,10.271428571428572
England,2025-10-20,ENG,United Kingdom,england_detail,2025,4,10,43,2023-2026,150.0,1418.0,1997.5714285714287,199311.0,8.035714285714286
England,2025-10-27,ENG,United Kingdom,england_detail,2025,4,10,44,2023-2026,129.0,1186.0,1692.4285714285713,201358.0,6.142857142857143
England,2025-11-03,ENG,United Kingdom,england_detail,2025,4,11,45,2023-2026,145.0,925.0,1456.7142857142858,207764.0,4.954285714285715
England,2025-11-10,ENG,United Kingdom,england_detail,2025,4,11,46,2023-2026,125.0,641.0,1148.5714285714287,205471.0,3.46
England,2025-11-17,ENG,United Kingdom,england_detail,2025,4,11,47,2023-2026,105.0,522.0,868.0,203442.0,2.575714285714286
England,2025-11-24,ENG,United Kingdom,england_detail,2025,4,11,48,2023-2026,83.0,692.0,825.8571428571429,235079.0,2.275714285714286
England,2025-12-01,ENG,United Kingdom,england_detail,2025,4,12,49,2023-2026,60.0,681.0,861.2857142857143,269021.0,2.18
England,2025-12-08,ENG,United Kingdom,england_detail,2025,4,12,50,2023-2026,47.0,609.0,791.4285714285714,295823.0,2.032857142857143
England,2025-12-15,ENG,United Kingdom,england_detail,2025,4,12,51,2023-2026,62.0,516.0,706.5714285714286,295117.0,1.7757142857142856
England,2025-12-22,ENG,United Kingdom,england_detail,2025,4,12,52,2023-2026,25.0,475.0,608.4285714285714,259157.0,1.7357142857142858
England,2025-12-29,ENG,United Kingdom,england_detail,2025,4,12,1,2023-2026,41.0,525.0,658.8571428571429,261833.0,1.832857142857143
England,2026-01-05,ENG,United Kingdom,england_detail,2026,1,1,2,2023-2026,53.0,525.0,667.1428571428571,266682.0,1.832857142857143
England,2026-01-12,ENG,United Kingdom,england_detail,2026,1,1,3,2023-2026,61.0,589.0,658.5714285714286,259443.0,2.032857142857143
England,2026-01-19,ENG,United Kingdom,england_detail,2026,1,1,4,2023-2026,56.0,580.0,644.4285714285714,236970.0,2.255714285714286
England,2026-01-26,ENG,United Kingdom,england_detail,2026,1,1,5,2023-2026,43.0,504.0,630.1428571428571,221840.0,2.3428571428571425
England,2026-02-02,ENG,United Kingdom,england_detail,2026,1,2,6,2023-2026,46.0,563.0,581.2857142857143,210103.0,2.6757142857142857
England,2026-02-09,ENG,United Kingdom,england_detail,2026,1,2,7,2023-2026,43.0,521.0,569.8571428571429,205214.0,2.7885714285714287
England,2026-02-16,ENG,United Kingdom,england_detail,2026,1,2,8,2023-2026,45.0,584.0,541.1428571428571,190297.0,2.7685714285714282
England,2026-02-23,ENG,United Kingdom,england_detail,2026,1,2,9,2023-2026,36.0,488.0,562.0,184144.0,2.6542857142857144
England,2026-03-02,ENG,United Kingdom,england_detail,2026,1,3,10,2023-2026,30.0,410.0,508.7142857142857,172561.0,2.4528571428571433
England,2026-03-09,ENG,United Kingdom,england_detail,2026,1,3,11,2023-2026,27.0,431.0,474.7142857142857,165443.0,2.2
England,2026-03-16,ENG,United Kingdom,england_detail,2026,1,3,12,2023-2026,30.0,423.0,419.57142857142856,164104.0,2.3085714285714287
England,2026-03-23,ENG,United Kingdom,england_detail,2026,1,3,13,2023-2026,27.0,349.0,398.0,163717.0,2.2985714285714285
England,2026-03-30,ENG,United Kingdom,england_detail,2026,1,3,14,2023-2026,17.0,300.0,331.0,154017.0,2.085714285714286
England,2026-04-06,ENG,United Kingdom,england_detail,2026,2,4,15,2023-2026,25.0,240.0,324.42857142857144,135258.0,2.04
England,2026-04-13,ENG,United Kingdom,england_detail,2026,2,4,16,2023-2026,22.0,198.0,294.7142857142857,136643.0,1.5157142857142856
England,2026-04-20,ENG,United Kingdom,england_detail,2026,2,4,17,2023-2026,17.0,162.0,245.57142857142858,132737.0,1.17
England,2026-04-27,ENG,United Kingdom,england_detail,2026,2,4,18,2023-2026,19.0,109.0,225.75,129520.0,1.1242857142857143
England,2026-05-04,ENG,United Kingdom,england_detail,2026,2,5,19,2023-2026,11.0,,,124860.0,1.1985714285714286
England,2026-05-11,ENG,United Kingdom,england_detail,2026,2,5,20,2023-2026,,,,113920.0,1.0085714285714287
England,2026-05-18,ENG,United Kingdom,england_detail,2026,2,5,21,2023-2026,,,,10475.0,0.9
