location,date,variant,variant_percent,iso_code,country_reference,location_type,year,quarter,month,iso_week,week_start,pandemic_period
England,2023-08-28,Omicron BA.2,1.62,ENG,United Kingdom,england_detail,2023,3,8,35,2023-08-28,2023-2026
England,2023-08-28,Omicron BA.2.86,0.76,ENG,United Kingdom,england_detail,2023,3,8,35,2023-08-28,2023-2026
England,2023-08-28,Omicron BA.5,0.22,ENG,United Kingdom,england_detail,2023,3,8,35,2023-08-28,2023-2026
England,2023-08-28,Omicron JN.1,0.11,ENG,United Kingdom,england_detail,2023,3,8,35,2023-08-28,2023-2026
England,2023-08-28,Omicron XBB,96.97,ENG,United Kingdom,england_detail,2023,3,8,35,2023-08-28,2023-2026
England,2023-08-28,Other,0.32,ENG,United Kingdom,england_detail,2023,3,8,35,2023-08-28,2023-2026
England,2023-09-04,Omicron BA.2,1.94,ENG,United Kingdom,england_detail,2023,3,9,36,2023-09-04,2023-2026
England,2023-09-04,Omicron BA.2.86,1.08,ENG,United Kingdom,england_detail,2023,3,9,36,2023-09-04,2023-2026
England,2023-09-04,Omicron BA.5,0.08,ENG,United Kingdom,england_detail,2023,3,9,36,2023-09-04,2023-2026
England,2023-09-04,Omicron XBB,96.13,ENG,United Kingdom,england_detail,2023,3,9,36,2023-09-04,2023-2026
England,2023-09-04,Other,0.77,ENG,United Kingdom,england_detail,2023,3,9,36,2023-09-04,2023-2026
England,2023-09-11,Omicron BA.2,2.29,ENG,United Kingdom,england_detail,2023,3,9,37,2023-09-11,2023-2026
England,2023-09-11,Omicron BA.2.86,1.19,ENG,United Kingdom,england_detail,2023,3,9,37,2023-09-11,2023-2026
England,2023-09-11,Omicron BA.5,0.18,ENG,United Kingdom,england_detail,2023,3,9,37,2023-09-11,2023-2026
England,2023-09-11,Omicron JN.1,0.09,ENG,United Kingdom,england_detail,2023,3,9,37,2023-09-11,2023-2026
England,2023-09-11,Omicron XBB,95.05,ENG,United Kingdom,england_detail,2023,3,9,37,2023-09-11,2023-2026
England,2023-09-11,Other,1.19,ENG,United Kingdom,england_detail,2023,3,9,37,2023-09-11,2023-2026
England,2023-09-18,Omicron BA.2,1.48,ENG,United Kingdom,england_detail,2023,3,9,38,2023-09-18,2023-2026
England,2023-09-18,Omicron BA.2.86,1.78,ENG,United Kingdom,england_detail,2023,3,9,38,2023-09-18,2023-2026
England,2023-09-18,Omicron BA.5,0.07,ENG,United Kingdom,england_detail,2023,3,9,38,2023-09-18,2023-2026
England,2023-09-18,Omicron JN.1,0.07,ENG,United Kingdom,england_detail,2023,3,9,38,2023-09-18,2023-2026
England,2023-09-18,Omicron XBB,95.7,ENG,United Kingdom,england_detail,2023,3,9,38,2023-09-18,2023-2026
England,2023-09-18,Other,0.89,ENG,United Kingdom,england_detail,2023,3,9,38,2023-09-18,2023-2026
England,2023-09-25,Omicron BA.2,2.61,ENG,United Kingdom,england_detail,2023,3,9,39,2023-09-25,2023-2026
England,2023-09-25,Omicron BA.2.86,2.61,ENG,United Kingdom,england_detail,2023,3,9,39,2023-09-25,2023-2026
England,2023-09-25,Omicron BA.5,0.13,ENG,United Kingdom,england_detail,2023,3,9,39,2023-09-25,2023-2026
England,2023-09-25,Omicron JN.1,0.26,ENG,United Kingdom,england_detail,2023,3,9,39,2023-09-25,2023-2026
England,2023-09-25,Omicron XBB,93.81,ENG,United Kingdom,england_detail,2023,3,9,39,2023-09-25,2023-2026
England,2023-09-25,Other,0.59,ENG,United Kingdom,england_detail,2023,3,9,39,2023-09-25,2023-2026
England,2023-10-02,Omicron BA.1,0.06,ENG,United Kingdom,england_detail,2023,4,10,40,2023-10-02,2023-2026
England,2023-10-02,Omicron BA.2,2.38,ENG,United Kingdom,england_detail,2023,4,10,40,2023-10-02,2023-2026
England,2023-10-02,Omicron BA.2.86,3.21,ENG,United Kingdom,england_detail,2023,4,10,40,2023-10-02,2023-2026
England,2023-10-02,Omicron BA.5,0.28,ENG,United Kingdom,england_detail,2023,4,10,40,2023-10-02,2023-2026
England,2023-10-02,Omicron JN.1,0.33,ENG,United Kingdom,england_detail,2023,4,10,40,2023-10-02,2023-2026
England,2023-10-02,Omicron XBB,92.87,ENG,United Kingdom,england_detail,2023,4,10,40,2023-10-02,2023-2026
England,2023-10-02,Other,0.88,ENG,United Kingdom,england_detail,2023,4,10,40,2023-10-02,2023-2026
England,2023-10-09,Omicron BA.2,2.58,ENG,United Kingdom,england_detail,2023,4,10,41,2023-10-09,2023-2026
England,2023-10-09,Omicron BA.2.86,4.25,ENG,United Kingdom,england_detail,2023,4,10,41,2023-10-09,2023-2026
England,2023-10-09,Omicron BA.5,0.07,ENG,United Kingdom,england_detail,2023,4,10,41,2023-10-09,2023-2026
England,2023-10-09,Omicron JN.1,0.14,ENG,United Kingdom,england_detail,2023,4,10,41,2023-10-09,2023-2026
England,2023-10-09,Omicron XBB,92.12,ENG,United Kingdom,england_detail,2023,4,10,41,2023-10-09,2023-2026
England,2023-10-09,Other,0.84,ENG,United Kingdom,england_detail,2023,4,10,41,2023-10-09,2023-2026
England,2023-10-16,Omicron BA.2,2.04,ENG,United Kingdom,england_detail,2023,4,10,42,2023-10-16,2023-2026
England,2023-10-16,Omicron BA.2.86,6.55,ENG,United Kingdom,england_detail,2023,4,10,42,2023-10-16,2023-2026
England,2023-10-16,Omicron JN.1,0.94,ENG,United Kingdom,england_detail,2023,4,10,42,2023-10-16,2023-2026
England,2023-10-16,Omicron XBB,89.45,ENG,United Kingdom,england_detail,2023,4,10,42,2023-10-16,2023-2026
England,2023-10-16,Other,1.02,ENG,United Kingdom,england_detail,2023,4,10,42,2023-10-16,2023-2026
England,2023-10-23,Omicron BA.2,1.33,ENG,United Kingdom,england_detail,2023,4,10,43,2023-10-23,2023-2026
England,2023-10-23,Omicron BA.2.86,10.41,ENG,United Kingdom,england_detail,2023,4,10,43,2023-10-23,2023-2026
England,2023-10-23,Omicron BA.5,0.09,ENG,United Kingdom,england_detail,2023,4,10,43,2023-10-23,2023-2026
England,2023-10-23,Omicron JN.1,1.69,ENG,United Kingdom,england_detail,2023,4,10,43,2023-10-23,2023-2026
England,2023-10-23,Omicron XBB,85.68,ENG,United Kingdom,england_detail,2023,4,10,43,2023-10-23,2023-2026
England,2023-10-23,Other,0.8,ENG,United Kingdom,england_detail,2023,4,10,43,2023-10-23,2023-2026
England,2023-10-30,Omicron BA.2,0.8,ENG,United Kingdom,england_detail,2023,4,10,44,2023-10-30,2023-2026
England,2023-10-30,Omicron BA.2.86,12.08,ENG,United Kingdom,england_detail,2023,4,10,44,2023-10-30,2023-2026
England,2023-10-30,Omicron JN.1,2.52,ENG,United Kingdom,england_detail,2023,4,10,44,2023-10-30,2023-2026
England,2023-10-30,Omicron XBB,83.27,ENG,United Kingdom,england_detail,2023,4,10,44,2023-10-30,2023-2026
England,2023-10-30,Other,1.33,ENG,United Kingdom,england_detail,2023,4,10,44,2023-10-30,2023-2026
England,2023-11-06,Omicron BA.2,1.27,ENG,United Kingdom,england_detail,2023,4,11,45,2023-11-06,2023-2026
England,2023-11-06,Omicron BA.2.86,10.16,ENG,United Kingdom,england_detail,2023,4,11,45,2023-11-06,2023-2026
England,2023-11-06,Omicron JN.1,5.78,ENG,United Kingdom,england_detail,2023,4,11,45,2023-11-06,2023-2026
England,2023-11-06,Omicron XBB,81.52,ENG,United Kingdom,england_detail,2023,4,11,45,2023-11-06,2023-2026
England,2023-11-06,Other,1.27,ENG,United Kingdom,england_detail,2023,4,11,45,2023-11-06,2023-2026
England,2023-11-13,Omicron BA.2,0.59,ENG,United Kingdom,england_detail,2023,4,11,46,2023-11-13,2023-2026
England,2023-11-13,Omicron BA.2.86,13.95,ENG,United Kingdom,england_detail,2023,4,11,46,2023-11-13,2023-2026
England,2023-11-13,Omicron BA.4,0.15,ENG,United Kingdom,england_detail,2023,4,11,46,2023-11-13,2023-2026
England,2023-11-13,Omicron BA.5,0.15,ENG,United Kingdom,england_detail,2023,4,11,46,2023-11-13,2023-2026
England,2023-11-13,Omicron JN.1,12.63,ENG,United Kingdom,england_detail,2023,4,11,46,2023-11-13,2023-2026
England,2023-11-13,Omicron XBB,70.34,ENG,United Kingdom,england_detail,2023,4,11,46,2023-11-13,2023-2026
England,2023-11-13,Other,2.2,ENG,United Kingdom,england_detail,2023,4,11,46,2023-11-13,2023-2026
England,2023-11-20,Omicron BA.2,1.23,ENG,United Kingdom,england_detail,2023,4,11,47,2023-11-20,2023-2026
England,2023-11-20,Omicron BA.2.86,18.8,ENG,United Kingdom,england_detail,2023,4,11,47,2023-11-20,2023-2026
England,2023-11-20,Omicron BA.5,0.15,ENG,United Kingdom,england_detail,2023,4,11,47,2023-11-20,2023-2026
England,2023-11-20,Omicron JN.1,19.11,ENG,United Kingdom,england_detail,2023,4,11,47,2023-11-20,2023-2026
England,2023-11-20,Omicron XBB,58.71,ENG,United Kingdom,england_detail,2023,4,11,47,2023-11-20,2023-2026
England,2023-11-20,Other,2.0,ENG,United Kingdom,england_detail,2023,4,11,47,2023-11-20,2023-2026
England,2023-11-27,Omicron BA.2,1.12,ENG,United Kingdom,england_detail,2023,4,11,48,2023-11-27,2023-2026
England,2023-11-27,Omicron BA.2.75,0.12,ENG,United Kingdom,england_detail,2023,4,11,48,2023-11-27,2023-2026
England,2023-11-27,Omicron BA.2.86,19.35,ENG,United Kingdom,england_detail,2023,4,11,48,2023-11-27,2023-2026
England,2023-11-27,Omicron JN.1,26.67,ENG,United Kingdom,england_detail,2023,4,11,48,2023-11-27,2023-2026
England,2023-11-27,Omicron XBB,51.12,ENG,United Kingdom,england_detail,2023,4,11,48,2023-11-27,2023-2026
England,2023-11-27,Other,1.61,ENG,United Kingdom,england_detail,2023,4,11,48,2023-11-27,2023-2026
England,2023-12-04,Omicron BA.2,1.24,ENG,United Kingdom,england_detail,2023,4,12,49,2023-12-04,2023-2026
England,2023-12-04,Omicron BA.2.86,20.35,ENG,United Kingdom,england_detail,2023,4,12,49,2023-12-04,2023-2026
England,2023-12-04,Omicron JN.1,39.04,ENG,United Kingdom,england_detail,2023,4,12,49,2023-12-04,2023-2026
England,2023-12-04,Omicron XBB,37.63,ENG,United Kingdom,england_detail,2023,4,12,49,2023-12-04,2023-2026
England,2023-12-04,Other,1.74,ENG,United Kingdom,england_detail,2023,4,12,49,2023-12-04,2023-2026
England,2023-12-11,Omicron BA.2,1.75,ENG,United Kingdom,england_detail,2023,4,12,50,2023-12-11,2023-2026
England,2023-12-11,Omicron BA.2.75,0.07,ENG,United Kingdom,england_detail,2023,4,12,50,2023-12-11,2023-2026
England,2023-12-11,Omicron BA.2.86,22.25,ENG,United Kingdom,england_detail,2023,4,12,50,2023-12-11,2023-2026
England,2023-12-11,Omicron JN.1,44.35,ENG,United Kingdom,england_detail,2023,4,12,50,2023-12-11,2023-2026
England,2023-12-11,Omicron XBB,30.78,ENG,United Kingdom,england_detail,2023,4,12,50,2023-12-11,2023-2026
England,2023-12-11,Other,0.8,ENG,United Kingdom,england_detail,2023,4,12,50,2023-12-11,2023-2026
England,2023-12-18,Omicron BA.2,1.99,ENG,United Kingdom,england_detail,2023,4,12,51,2023-12-18,2023-2026
England,2023-12-18,Omicron BA.2.86,16.04,ENG,United Kingdom,england_detail,2023,4,12,51,2023-12-18,2023-2026
England,2023-12-18,Omicron JN.1,55.11,ENG,United Kingdom,england_detail,2023,4,12,51,2023-12-18,2023-2026
England,2023-12-18,Omicron XBB,25.29,ENG,United Kingdom,england_detail,2023,4,12,51,2023-12-18,2023-2026
England,2023-12-18,Other,1.58,ENG,United Kingdom,england_detail,2023,4,12,51,2023-12-18,2023-2026
England,2023-12-25,Omicron BA.2,1.33,ENG,United Kingdom,england_detail,2023,4,12,52,2023-12-25,2023-2026
England,2023-12-25,Omicron BA.2.86,16.34,ENG,United Kingdom,england_detail,2023,4,12,52,2023-12-25,2023-2026
England,2023-12-25,Omicron BA.4,0.07,ENG,United Kingdom,england_detail,2023,4,12,52,2023-12-25,2023-2026
England,2023-12-25,Omicron JN.1,62.64,ENG,United Kingdom,england_detail,2023,4,12,52,2023-12-25,2023-2026
England,2023-12-25,Omicron XBB,17.46,ENG,United Kingdom,england_detail,2023,4,12,52,2023-12-25,2023-2026
England,2023-12-25,Other,2.16,ENG,United Kingdom,england_detail,2023,4,12,52,2023-12-25,2023-2026
England,2024-01-01,Omicron BA.2,1.56,ENG,United Kingdom,england_detail,2024,1,1,1,2024-01-01,2023-2026
England,2024-01-01,Omicron BA.2.86,12.09,ENG,United Kingdom,england_detail,2024,1,1,1,2024-01-01,2023-2026
England,2024-01-01,Omicron JN.1,69.87,ENG,United Kingdom,england_detail,2024,1,1,1,2024-01-01,2023-2026
England,2024-01-01,Omicron XBB,13.72,ENG,United Kingdom,england_detail,2024,1,1,1,2024-01-01,2023-2026
England,2024-01-01,Other,2.76,ENG,United Kingdom,england_detail,2024,1,1,1,2024-01-01,2023-2026
England,2024-01-08,Omicron BA.2,2.27,ENG,United Kingdom,england_detail,2024,1,1,2,2024-01-08,2023-2026
England,2024-01-08,Omicron BA.2.86,10.79,ENG,United Kingdom,england_detail,2024,1,1,2,2024-01-08,2023-2026
England,2024-01-08,Omicron JN.1,73.35,ENG,United Kingdom,england_detail,2024,1,1,2,2024-01-08,2023-2026
England,2024-01-08,Omicron XBB,8.98,ENG,United Kingdom,england_detail,2024,1,1,2,2024-01-08,2023-2026
England,2024-01-08,Other,4.62,ENG,United Kingdom,england_detail,2024,1,1,2,2024-01-08,2023-2026
England,2024-01-15,Omicron BA.2,2.54,ENG,United Kingdom,england_detail,2024,1,1,3,2024-01-15,2023-2026
England,2024-01-15,Omicron BA.2.86,9.03,ENG,United Kingdom,england_detail,2024,1,1,3,2024-01-15,2023-2026
England,2024-01-15,Omicron JN.1,79.02,ENG,United Kingdom,england_detail,2024,1,1,3,2024-01-15,2023-2026
England,2024-01-15,Omicron XBB,5.08,ENG,United Kingdom,england_detail,2024,1,1,3,2024-01-15,2023-2026
England,2024-01-15,Other,4.33,ENG,United Kingdom,england_detail,2024,1,1,3,2024-01-15,2023-2026
England,2024-01-22,Omicron BA.2,2.59,ENG,United Kingdom,england_detail,2024,1,1,4,2024-01-22,2023-2026
England,2024-01-22,Omicron BA.2.86,6.51,ENG,United Kingdom,england_detail,2024,1,1,4,2024-01-22,2023-2026
England,2024-01-22,Omicron BA.4,0.08,ENG,United Kingdom,england_detail,2024,1,1,4,2024-01-22,2023-2026
England,2024-01-22,Omicron JN.1,82.65,ENG,United Kingdom,england_detail,2024,1,1,4,2024-01-22,2023-2026
England,2024-01-22,Omicron XBB,3.85,ENG,United Kingdom,england_detail,2024,1,1,4,2024-01-22,2023-2026
England,2024-01-22,Other,4.32,ENG,United Kingdom,england_detail,2024,1,1,4,2024-01-22,2023-2026
England,2024-01-29,Omicron BA.2,2.8,ENG,United Kingdom,england_detail,2024,1,1,5,2024-01-29,2023-2026
England,2024-01-29,Omicron BA.2.86,6.18,ENG,United Kingdom,england_detail,2024,1,1,5,2024-01-29,2023-2026
England,2024-01-29,Omicron JN.1,80.87,ENG,United Kingdom,england_detail,2024,1,1,5,2024-01-29,2023-2026
England,2024-01-29,Omicron XBB,3.0,ENG,United Kingdom,england_detail,2024,1,1,5,2024-01-29,2023-2026
England,2024-01-29,Other,7.15,ENG,United Kingdom,england_detail,2024,1,1,5,2024-01-29,2023-2026
England,2024-02-05,Omicron BA.2,3.49,ENG,United Kingdom,england_detail,2024,1,2,6,2024-02-05,2023-2026
England,2024-02-05,Omicron BA.2.86,6.51,ENG,United Kingdom,england_detail,2024,1,2,6,2024-02-05,2023-2026
England,2024-02-05,Omicron JN.1,79.25,ENG,United Kingdom,england_detail,2024,1,2,6,2024-02-05,2023-2026
England,2024-02-05,Omicron XBB,3.73,ENG,United Kingdom,england_detail,2024,1,2,6,2024-02-05,2023-2026
England,2024-02-05,Other,7.11,ENG,United Kingdom,england_detail,2024,1,2,6,2024-02-05,2023-2026
England,2024-02-12,Omicron BA.2,2.63,ENG,United Kingdom,england_detail,2024,1,2,7,2024-02-12,2023-2026
England,2024-02-12,Omicron BA.2.86,5.92,ENG,United Kingdom,england_detail,2024,1,2,7,2024-02-12,2023-2026
England,2024-02-12,Omicron BA.5,0.16,ENG,United Kingdom,england_detail,2024,1,2,7,2024-02-12,2023-2026
England,2024-02-12,Omicron JN.1,82.57,ENG,United Kingdom,england_detail,2024,1,2,7,2024-02-12,2023-2026
England,2024-02-12,Omicron XBB,2.8,ENG,United Kingdom,england_detail,2024,1,2,7,2024-02-12,2023-2026
England,2024-02-12,Other,5.92,ENG,United Kingdom,england_detail,2024,1,2,7,2024-02-12,2023-2026
England,2024-02-19,Omicron BA.2,3.08,ENG,United Kingdom,england_detail,2024,1,2,8,2024-02-19,2023-2026
England,2024-02-19,Omicron BA.2.86,3.64,ENG,United Kingdom,england_detail,2024,1,2,8,2024-02-19,2023-2026
England,2024-02-19,Omicron JN.1,83.19,ENG,United Kingdom,england_detail,2024,1,2,8,2024-02-19,2023-2026
England,2024-02-19,Omicron XBB,1.68,ENG,United Kingdom,england_detail,2024,1,2,8,2024-02-19,2023-2026
England,2024-02-19,Other,8.4,ENG,United Kingdom,england_detail,2024,1,2,8,2024-02-19,2023-2026
England,2024-02-26,Omicron BA.2,1.49,ENG,United Kingdom,england_detail,2024,1,2,9,2024-02-26,2023-2026
England,2024-02-26,Omicron BA.2.86,5.2,ENG,United Kingdom,england_detail,2024,1,2,9,2024-02-26,2023-2026
England,2024-02-26,Omicron BA.5,0.37,ENG,United Kingdom,england_detail,2024,1,2,9,2024-02-26,2023-2026
England,2024-02-26,Omicron JN.1,86.62,ENG,United Kingdom,england_detail,2024,1,2,9,2024-02-26,2023-2026
England,2024-02-26,Omicron XBB,1.12,ENG,United Kingdom,england_detail,2024,1,2,9,2024-02-26,2023-2026
England,2024-02-26,Other,5.2,ENG,United Kingdom,england_detail,2024,1,2,9,2024-02-26,2023-2026
England,2024-03-04,Omicron BA.1,0.24,ENG,United Kingdom,england_detail,2024,1,3,10,2024-03-04,2023-2026
England,2024-03-04,Omicron BA.2,1.22,ENG,United Kingdom,england_detail,2024,1,3,10,2024-03-04,2023-2026
England,2024-03-04,Omicron BA.2.86,2.43,ENG,United Kingdom,england_detail,2024,1,3,10,2024-03-04,2023-2026
England,2024-03-04,Omicron JN.1,88.32,ENG,United Kingdom,england_detail,2024,1,3,10,2024-03-04,2023-2026
England,2024-03-04,Omicron XBB,1.95,ENG,United Kingdom,england_detail,2024,1,3,10,2024-03-04,2023-2026
England,2024-03-04,Other,5.84,ENG,United Kingdom,england_detail,2024,1,3,10,2024-03-04,2023-2026
England,2024-03-11,Omicron BA.2,1.1,ENG,United Kingdom,england_detail,2024,1,3,11,2024-03-11,2023-2026
England,2024-03-11,Omicron BA.2.86,1.54,ENG,United Kingdom,england_detail,2024,1,3,11,2024-03-11,2023-2026
England,2024-03-11,Omicron JN.1,92.95,ENG,United Kingdom,england_detail,2024,1,3,11,2024-03-11,2023-2026
England,2024-03-11,Omicron XBB,0.66,ENG,United Kingdom,england_detail,2024,1,3,11,2024-03-11,2023-2026
England,2024-03-11,Other,3.74,ENG,United Kingdom,england_detail,2024,1,3,11,2024-03-11,2023-2026
England,2024-03-18,Omicron BA.2,1.58,ENG,United Kingdom,england_detail,2024,1,3,12,2024-03-18,2023-2026
England,2024-03-18,Omicron BA.2.86,1.9,ENG,United Kingdom,england_detail,2024,1,3,12,2024-03-18,2023-2026
England,2024-03-18,Omicron JN.1,92.09,ENG,United Kingdom,england_detail,2024,1,3,12,2024-03-18,2023-2026
England,2024-03-18,Omicron XBB,0.63,ENG,United Kingdom,england_detail,2024,1,3,12,2024-03-18,2023-2026
England,2024-03-18,Other,3.8,ENG,United Kingdom,england_detail,2024,1,3,12,2024-03-18,2023-2026
England,2024-03-25,Omicron BA.2,0.63,ENG,United Kingdom,england_detail,2024,1,3,13,2024-03-25,2023-2026
England,2024-03-25,Omicron BA.2.86,2.53,ENG,United Kingdom,england_detail,2024,1,3,13,2024-03-25,2023-2026
England,2024-03-25,Omicron JN.1,89.24,ENG,United Kingdom,england_detail,2024,1,3,13,2024-03-25,2023-2026
England,2024-03-25,Other,7.59,ENG,United Kingdom,england_detail,2024,1,3,13,2024-03-25,2023-2026
England,2024-04-01,Omicron BA.2.86,8.33,ENG,United Kingdom,england_detail,2024,2,4,14,2024-04-01,2023-2026
England,2024-04-01,Omicron JN.1,83.33,ENG,United Kingdom,england_detail,2024,2,4,14,2024-04-01,2023-2026
England,2024-04-01,Other,8.33,ENG,United Kingdom,england_detail,2024,2,4,14,2024-04-01,2023-2026
